key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
25,"Attack Up","Attack power is enhanced.","ui/icon/015000/015050.tex",8,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
26,"Attack Down","Attack power is reduced.","ui/icon/015000/015051.tex",8,0,"All Classes",2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
27,"Accuracy Up","Accuracy is enhanced.","ui/icon/015000/015060.tex",9,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
28,"Accuracy Down","Accuracy is reduced.","ui/icon/015000/015061.tex",9,0,"All Classes",2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
29,"Defense Up","Defense is enhanced.","ui/icon/015000/015052.tex",10,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
30,"Defense Down","Defense is reduced.","ui/icon/015000/015053.tex",10,0,"All Classes",2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
31,"Evasion Up","Evasion is enhanced.","ui/icon/015000/015062.tex",11,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
32,"Evasion Down","Evasion is reduced.","ui/icon/015000/015063.tex",11,0,"All Classes",2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
33,"Attack Magic Potency Up","Attack magic potency is enhanced.","ui/icon/015000/015054.tex",12,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
34,"Attack Magic Potency Down","Attack magic potency is reduced.","ui/icon/015000/015055.tex",12,0,"All Classes",2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
35,"Healing Potency Up","Healing magic potency is enhanced.","ui/icon/015000/015058.tex",13,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
36,"Healing Potency Down","Healing magic potency is reduced.","ui/icon/015000/015059.tex",13,0,"All Classes",2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
37,"Magic Defense Up","Magic defense is enhanced.","ui/icon/015000/015056.tex",14,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
38,"Magic Defense Down","Magic defense is reduced.","ui/icon/015000/015057.tex",14,0,"All Classes",2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
39,"Stun Resistance","Immune to stun effects.","ui/icon/015000/015566.tex",0,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,100,0,False,False,100,0,False,0,False,0,False,0,0,0,False,False,0
40,"Silence Resistance","Immune to silence effects.","ui/icon/015000/015567.tex",0,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,100,0,False,False,100,0,False,0,False,0,False,0,0,0,False,False,0
41,"Crafting Facility","Maximum CP is increased for crafters level 90 or below.","ui/icon/016000/016107.tex",0,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
42,"The Echo","Maximum HP, damage dealt, and potency of HP restoration actions are increased.","ui/icon/016000/016207.tex",0,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,0,0,False,False,15,0,False,0,False,0,False,0,0,0,False,False,0
43,"Weakness","Strength, dexterity, intelligence, and mind are reduced by 25%.","ui/icon/015000/015010.tex",16,0,"All Classes",2,"","",False,False,False,False,False,False,False,False,False,100,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
44,"Brink of Death","Strength, dexterity, intelligence, and mind are reduced by 50%.","ui/icon/015000/015011.tex",16,0,"All Classes",2,"","",False,False,False,False,False,False,False,False,False,100,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
45,"Crafter's Grace","Increased experience point gains as a Disciple of the Hand.","ui/icon/016000/016106.tex",15,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,1,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
46,"Gatherer's Grace","Increased experience point gains as a Disciple of the Land.","ui/icon/016000/016006.tex",15,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,1,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
47,"Sneak","You tread carefully, making nary a sound. Enemies up to 4 levels higher than you are oblivious to your presence.","ui/icon/016000/016015.tex",0,0,"All Classes",1,"dk05th_stup0t","ab_stealth_gaz0t",False,False,False,False,False,False,False,True,True,2,0,False,False,0,0,False,0,False,0,False,0,36,0,False,False,0
48,"Well Fed","Enjoying the benefits of a full belly.","ui/icon/016000/016202.tex",0,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,1,False,False,1,0,False,0,False,0,False,0,0,0,False,False,0
49,"Medicated","Performance is being enhanced by a medicinal item.","ui/icon/016000/016203.tex",0,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,2,0,False,0,False,0,False,0,0,0,False,False,0
50,"Sprint","Movement speed is increased.","ui/icon/010000/010101.tex",41,0,"All Classes",1,"","",False,False,False,False,False,False,False,False,False,0,0,False,False,0,18,False,0,False,0,False,0,6,0,False,False,0
51,"Strength Down","Strength is reduced.","ui/icon/015000/015080.tex",0,0,"All Classes",2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,0,False,False,-5,0,False,0,False,0,False,0,0,0,False,False,0
52,"Vitality Down","Vitality is reduced.","ui/icon/015000/015082.tex",0,0,"All Classes",2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,0,False,False,-5,0,False,0,False,0,False,0,0,0,False,False,0
53,"Physical Damage Up","Physical damage dealt is increased.","ui/icon/015000/015050.tex",35,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
54,"Physical Damage Down","Physical damage dealt is reduced.","ui/icon/015000/015051.tex",35,0,"All Classes",2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
55,"Physical Vulnerability Down","Physical damage taken is reduced.","ui/icon/015000/015052.tex",36,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
56,"Physical Vulnerability Up","Physical damage taken is increased.","ui/icon/015000/015053.tex",36,0,"All Classes",2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
57,"Magic Damage Up","Magic damage dealt is increased.","ui/icon/015000/015054.tex",37,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
58,"Magic Damage Down","Magic damage dealt is reduced.","ui/icon/015000/015055.tex",37,0,"All Classes",2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
59,"Magic Vulnerability Down","Magic damage taken is reduced.","ui/icon/015000/015056.tex",38,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
60,"Magic Vulnerability Up","Magic damage taken is increased.","ui/icon/015000/015057.tex",38,0,"All Classes",2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
61,"Damage Up","Damage dealt is increased.","ui/icon/015000/015519.tex",39,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
62,"Damage Down","Damage dealt is reduced.","ui/icon/015000/015520.tex",39,0,"All Classes",2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
63,"Vulnerability Down","Damage taken is reduced.","ui/icon/015000/015021.tex",40,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
64,"Vulnerability Up","Damage taken is increased.","ui/icon/015000/015020.tex",40,0,"All Classes",2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
65,"Critical Skill","All weaponskills are dealing critical damage.","ui/icon/015000/015016.tex",0,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
66,"Terror","Frozen with fear and unable to execute actions.","ui/icon/015000/015516.tex",0,0,"All Classes",2,"dk05ht_tel0h","",True,False,True,False,False,False,False,False,False,100,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
67,"Leaden","Movement speed is reduced, and cannot be restored by normal means.","ui/icon/015000/015518.tex",0,0,"All Classes",2,"dk05ht_grv0h","dk10ht_grv0h",False,False,False,False,False,False,False,True,True,100,0,False,False,0,1,False,0,False,0,False,0,0,0,False,False,0
68,"Drainstrikes","Auto-attacks are generating an <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Absorb HP<UIGlow>01</UIGlow><UIForeground>01</UIForeground> effect.","ui/icon/015000/015504.tex",0,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
69,"Aspirstrikes","Auto-attacks are generating an <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>Absorb MP<UIGlow>01</UIGlow><UIForeground>01</UIForeground> effect.","ui/icon/015000/015505.tex",0,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,0,False,False,100,0,False,0,False,0,False,0,0,0,False,False,0
70,"Stunstrikes","Auto-attacks may stun target.","ui/icon/015000/015506.tex",0,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,0,False,False,176,0,False,0,False,0,False,0,0,0,False,False,0
71,"Rampart","Damage taken is reduced.","ui/icon/010000/010152.tex",0,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,-10,0,False,0,False,0,False,0,0,0,False,False,0
72,"Convalescence","HP recovery via healing magic is increased.","ui/icon/010000/010157.tex",0,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,0,False,False,20,0,False,0,False,0,False,0,0,0,False,False,0
73,"Awareness","Cannot suffer critical damage.","ui/icon/013000/013916.tex",0,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
74,"Sentinel","Damage taken is reduced.","ui/icon/010000/010151.tex",0,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,-20,0,False,0,False,0,False,0,0,0,False,False,0
75,"Tempered Will","Immune to most knockback and draw-in effects.","ui/icon/010000/010153.tex",0,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
76,"Fight or Flight","Damage dealt is increased.","ui/icon/010000/010155.tex",0,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
77,"Bulwark","Blocking incoming attacks.","ui/icon/010000/010156.tex",0,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,100,0,False,0,False,0,False,0,0,0,False,False,0
78,"Sword Oath","Auto-attacks are enhanced.","ui/icon/012000/012505.tex",0,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,0,0,False,False,100,0,True,0,False,0,False,0,0,0,False,False,0
79,"Iron Will","Enmity is increased.","ui/icon/012000/012506.tex",0,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,0,0,False,False,500,0,True,0,False,0,False,0,0,0,False,False,0
80,"Cover","Protecting a party member.","ui/icon/012000/012501.tex",0,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,100,0,False,False,0,0,True,0,False,0,False,0,0,0,False,False,0
81,"Covered","Under the protection of a party member.","ui/icon/012000/012502.tex",0,0,"PLD",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,100,0,False,False,0,0,True,0,False,0,False,0,35,0,False,False,0
82,"Hallowed Ground","Impervious to most attacks.","ui/icon/012000/012504.tex",0,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,70,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
83,"Foresight","Defense is increased.","ui/icon/010000/010252.tex",0,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
84,"Bloodbath","Physical attacks generate HP equal to a portion of damage dealt.","ui/icon/013000/013913.tex",0,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,25,0,False,0,False,0,False,0,0,0,False,False,0
85,"Maim","Damage dealt is increased.","ui/icon/010000/010262.tex",0,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,5,0,False,0,False,0,False,0,0,0,False,False,0
86,"Berserk","All weaponskill attacks are both critical and direct hits. Damage dealt when under an effect that raises critical hit rate or direct hit rate is increased.","ui/icon/017000/017217.tex",0,3,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,2,False,False,0,27,False,0,False,0,False,0,0,0,False,False,0
87,"Thrill of Battle","Maximum HP is increased.
Enhanced Thrill of Battle Effect: HP recovery via healing actions is increased.","ui/icon/010000/010254.tex",0,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,5,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
88,"Holmgang","Unable to move until effect fades.","ui/icon/010000/010255.tex",0,0,"All Classes",2,"dk05th_stdn0t","",True,False,False,False,False,False,False,False,False,100,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
89,"Vengeance","Damage taken is reduced while inflicting a portion of sustained damage back to its source.","ui/icon/010000/010256.tex",0,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,1,0,False,False,-30,0,False,0,False,0,False,0,0,0,False,False,0
90,"Storm's Eye","Damage dealt is increased.","ui/icon/010000/010263.tex",0,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,5,0,False,0,False,0,False,0,0,0,False,False,0
91,"Defiance","Enmity is increased.","ui/icon/012000/012551.tex",0,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,0,0,False,False,500,0,True,0,False,0,False,0,0,0,False,False,0
92,"Unchained","Damage penalty inflicted by <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>Defiance<UIGlow>01</UIGlow><UIForeground>01</UIForeground> is nullified.","ui/icon/012000/012552.tex",0,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,False,0,False,0,False,0,0,0,False,False,0
93,"Wrath","Chance to parry is increased.","ui/icon/010000/010257.tex",0,0,"All Classes",1,"dk05th_stup0t","dk10ht_wra0c",False,False,False,False,False,False,False,False,False,0,0,False,False,2,0,False,0,False,0,False,0,0,0,False,False,0
94,"Wrath II","Chance to parry is increased.","ui/icon/010000/010258.tex",0,0,"All Classes",1,"dk05th_stup0t","dk10ht_wra0c",False,False,False,False,False,False,False,False,False,0,0,False,False,4,0,False,0,False,0,False,0,0,0,False,False,0
95,"Wrath III","Chance to parry is increased.","ui/icon/010000/010259.tex",0,0,"All Classes",1,"dk05th_stup0t","dk10ht_wra0c",False,False,False,False,False,False,False,False,False,0,0,False,False,6,0,False,0,False,0,False,0,0,0,False,False,0
96,"Wrath IV","Chance to parry is increased.","ui/icon/010000/010260.tex",0,0,"All Classes",1,"dk05th_stup0t","dk10ht_wra0c",False,False,False,False,False,False,False,False,False,0,0,False,False,8,0,False,0,False,0,False,0,0,0,False,False,0
97,"Infuriated","Chance to parry is increased.","ui/icon/010000/010261.tex",0,0,"All Classes",1,"dk05th_stup0t","dk10ht_wra0c",False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
98,"Dragon Kick","Blunt resistance is reduced.","ui/icon/010000/010215.tex",0,0,"All Classes",2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,50,0,False,False,-5,0,False,0,False,0,False,0,0,0,False,False,0
99,"Featherfoot","Evasion is enhanced.","ui/icon/010000/010201.tex",0,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
100,"Internal Release","Critical hit rate is increased.","ui/icon/010000/010204.tex",0,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,10,0,False,0,False,0,False,0,0,0,False,False,0
101,"Twin Snakes","Damage dealt is increased.","ui/icon/010000/010216.tex",0,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,5,0,False,0,False,0,False,0,0,0,False,False,0
102,"Mantra","HP recovery via healing actions is increased.","ui/icon/010000/010206.tex",0,0,"PGL MNK",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,5,0,False,False,5,0,False,0,False,0,False,0,0,0,False,False,0
103,"Fists of Fire","Damage dealt is increased.","ui/icon/010000/010202.tex",29,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,0,0,False,False,5,0,True,528,False,0,False,0,0,0,False,False,0
104,"Fists of Earth","Damage taken is reduced.","ui/icon/010000/010203.tex",29,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,0,0,False,False,-10,0,True,528,False,0,False,0,0,0,False,False,0
105,"Fists of Wind","Movement speed is increased.","ui/icon/012000/012526.tex",29,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,True,True,0,0,False,False,0,0,True,528,False,0,False,0,0,0,False,False,0
106,"Touch of Death","Organs are failing, causing damage over time.","ui/icon/010000/010211.tex",0,0,"All Classes",2,"dk05th_stdn0t","",False,False,False,False,False,False,True,False,False,10,0,False,True,10,0,False,0,False,3,False,0,0,0,False,False,0
107,"Opo-opo Form","Employing the <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>opo-opo<UIGlow>01</UIGlow><UIForeground>01</UIForeground> fighting stance.","ui/icon/010000/010212.tex",31,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,True,528,False,0,False,0,0,0,False,False,0
108,"Raptor Form","Employing the <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>raptor<UIGlow>01</UIGlow><UIForeground>01</UIForeground> fighting stance.","ui/icon/010000/010213.tex",31,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,True,528,False,0,False,0,0,0,False,False,0
109,"Coeurl Form","Employing the <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>coeurl<UIGlow>01</UIGlow><UIForeground>01</UIForeground> fighting stance.","ui/icon/010000/010214.tex",31,0,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,0,False,False,0,0,True,528,False,0,False,0,0,0,False,False,0
110,"Perfect Balance","Employing all three pugilistic fighting stances─opo-opo, raptor, and coeurl.","ui/icon/017000/017564.tex",31,3,"All Classes",1,"dk05th_stup0t","",False,False,False,False,False,False,False,False,False,0,2,False,False,0,27,True,528,False,0,False,0,0,0,False,False,0
